date,ticker,name,group,close,ret1_pct,ret5_pct,ret10_pct,ret20_pct,volume,avg_vol20,volume_ratio20,ma20,ma60,ma120,drawdown120_pct,bias20_pct,setup_score,risk_score,signals,score_band,regime,layer,spec_risk_score,spec_risk_label,atr_pct,volatility_tag,spec_risk_subtype,spec_risk_note,spec_risk_flags,spec_price_action_score,spec_crowding_score,spec_extension_score,spec_structure_score
2026-04-10,3019.TW,亞光,theme,125.5,0.4,2.03,-1.95,-5.28,1587121,2218925,0.72,127.45,139.43,141.01,-23.24,-1.53,5,0,PULLBACK,開始轉強,高檔拉回整理,,,,,,,,,,,,
2026-04-13,3019.TW,亞光,theme,125.0,-0.4,3.73,-2.72,-3.47,2180000,2203405,0.99,127.22,139.15,140.71,-23.55,-1.75,5,0,PULLBACK,開始轉強,高檔拉回整理,,,,,,,,,,,,
2026-04-14,3019.TW,亞光,theme,131.0,4.8,8.26,3.15,0.38,4473245,2329474,1.92,127.25,138.87,140.45,-19.88,2.95,11,1,ACCEL,進攻優勢區,轉強速度有出來,short_attack,,,,,,,,,,,
2026-04-15,3019.TW,亞光,theme,127.0,-3.05,0.79,2.83,-5.22,4581716,2359837,1.94,126.9,138.52,140.18,-22.32,0.08,8,1,PULLBACK,進攻優勢區,高檔拉回整理,short_attack,1.0,正常,,,,,,,,,
2026-04-16,3019.TW,亞光,theme,129.0,1.57,3.2,6.61,-4.8,2606423,2366734,1.1,126.58,138.29,139.97,-21.1,1.92,4,0,PULLBACK,開始轉強,高檔拉回整理,short_attack,0.0,正常,,,,,,,,,
2026-04-17,3019.TW,亞光,theme,129.0,0.0,2.79,4.88,-6.18,1968954,2072763,0.95,126.15,138.1,139.84,-21.1,2.26,6,0,PULLBACK,偏強可追蹤,高檔拉回整理,short_attack,0.0,正常,,,,,,,,,
2026-04-20,3019.TW,亞光,theme,130.0,0.78,4.0,7.88,-1.89,3004377,2095224,1.43,126.03,137.93,139.71,-20.49,3.15,7,0,PULLBACK,偏強可追蹤,高檔拉回整理,short_attack,0.0,正常,,,,,,,,,
2026-04-21,3019.TW,亞光,theme,130.5,0.38,-0.38,7.85,0.0,2822173,2143666,1.32,126.03,137.82,139.55,-20.18,3.55,7,0,PULLBACK,偏強可追蹤,高檔拉回整理,short_attack,0.0,正常,,,,,,,,,
2026-04-22,3019.TW,亞光,theme,132.5,1.53,4.33,5.16,5.58,3230850,2194036,1.47,126.38,137.7,139.44,-18.96,4.85,8,0,NONE,進攻優勢區,還在觀察,short_attack,0.0,正常,3.02,標準,,,,,,,
2026-04-23,3019.TW,亞光,theme,127.0,-4.15,-1.55,1.6,2.01,6251452,2426233,2.58,126.5,137.53,139.25,-22.32,0.4,9,2,PULLBACK,進攻優勢區,高檔拉回整理,short_attack,2.0,正常,3.57,標準,,,,,,,
2026-04-24,3019.TW,亞光,theme,139.5,9.84,8.14,11.16,8.98,23317202,3528418,6.61,127.08,137.55,139.15,-14.68,9.78,15,3,NONE,進攻優勢區,還在觀察,short_attack,3.0,投機偏高,3.64,標準,資金擁擠型,單日急拉、爆量、量能失衡,"單日急拉,爆量,量能失衡,走勢與訊號不匹配",1.0,2.0,0.0,1.0
2026-04-27,3019.TW,亞光,theme,143.5,2.87,10.38,14.8,11.67,27408822,4816693,5.69,127.83,137.57,139.08,-12.23,12.26,14,3,ACCEL,進攻優勢區,轉強速度有出來,short_attack,3.0,投機偏高,4.03,活潑,資金擁擠型,爆量、量能失衡、乖離偏大,"爆量,量能失衡,乖離偏大,加速但結構薄",0.0,2.0,1.0,1.0
2026-04-28,3019.TW,亞光,theme,143.0,-0.35,9.58,9.16,12.6,9380651,5216905,1.8,128.62,137.56,139.04,-12.54,11.18,16,1,ACCEL,進攻優勢區,轉強速度有出來,short_attack,1.0,正常,4.07,活潑,正常,乖離偏大、加速但結構薄,"乖離偏大,加速但結構薄",0.0,0.0,1.0,1.0
